Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"cache.clear_school_desc","cache","","Clear cached data for entire school (Principal only)","","","","","","",""
"cache.school_cleared","cache","","School cache cleared successfully","","","","","","",""
"cache.clear_failed","cache","","Failed to clear cache","","","","","","",""
"cache.clear_school_failed","cache","","Failed to clear school cache","","","","","","",""
"cache.school_info_unavailable","cache","","School information not available","","","","","","",""
"cache.refresh_stats","cache","","Refresh Statistics","","","","","","",""
"cache.refresh_stats_desc","cache","","Reload cache statistics and health status","","","","","","",""
"cache.loading_stats","cache","","Loading cache statistics...","","","","","","",""
"cache.status_unknown","cache","","Unable to determine status","","","","","","",""
"cache.size_very_large","cache","","Cache size is very large","","","","","","",""
"cache.size_moderate","cache","","Cache size is moderate","","","","","","",""
"cache.efficiency_low","cache","","Low cache efficiency","","","","","","",""
"cache.operating_efficiently","cache","","Cache operating efficiently","","","","","","",""
"cache.total_size","cache","","Total Size","","","","","","",""
"cache.entries","cache","","Cache Entries","","","","","","",""
"cache.hit_rate","cache","","Hit Rate","","","","","","",""
"cache.last_updated","cache","","Last Updated","","","","","","",""
"cache.about_description","cache","","The offline cache stores dashboard data locally on your device for faster loading and offline access. Cache is automatically managed but can be cleared if you experience sync issues.","","","","","","",""
"cache.about_details","cache","","• Cache expires automatically after 5-10 minutes
• Data is encrypted and user-specific
• Maximum cache size is limited to 10MB
• Cache improves loading speeds by 60-90%","","","","","","",""
"invitation.validation_error","invitation","","Validation Error","","","","","","",""
"invitation.duplicate_email","invitation","","Duplicate Email","","","","","","",""
"invitation.duplicate_email_message","invitation","","This email has already been added to the invitation list.","","","","","","",""
"invitation.parse_error","invitation","","Parse Error","","","","","","",""
"invitation.parse_failed","invitation","","Failed to parse CSV data","","","","","","",""
"invitation.no_valid_data","invitation","","No Valid Data","","","","","","",""
"invitation.no_valid_data_message","invitation","","No valid invitations found in the CSV data.","","","","","","",""
"invitation.invitations_added","invitation","count","{{count}} invitations added to the list.","","","","","","",""
"invitation.no_invitations","invitation","","No Invitations","","","","","","",""
"invitation.add_one_invitation","invitation","","Please add at least one invitation.","","","","","","",""
"invitation.send_failed","invitation","","Failed to send invitation","","","","","","",""
"invitation.invitations_sent","invitation","","Invitations Sent","","","","","","",""
"invitation.send_results","invitation","success, failed","Successfully sent: {{success}}
Failed: {{failed}}","","","","","","",""
"invitation.error_valid_email","invitation","","Please enter a valid email address","","","","","","",""
"invitation.error_valid_name","invitation","","Please enter a valid name","","","","","","",""
"invitation.error_select_subject","invitation","","Please select at least one subject","","","","","","",""
"invitation.error_select_grade","invitation","","Please select at least one grade level","","","","","","",""
"invitation.error_select_student","invitation","","Please select at least one student","","","","","","",""
"invitation.csv_headers_required","invitation","","CSV must have headers and at least one data row","","","","","","",""
"invitation.csv_email_name_required","invitation","","CSV must have ""email"" and ""name"" columns","","","","","","",""
"invitation.csv_parent_columns_required","invitation","","CSV must have ""email"", ""name"", and ""student_name"" columns","","","","","","",""
"invitation.email_address","invitation","","Email Address *","","","","","","",""
"invitation.email_placeholder","invitation","","john.doe@example.com","","","","","","",""
"invitation.full_name","invitation","","Full Name *","","","","","","",""
"invitation.name_placeholder","invitation","","John Doe","","","","","","",""
"invitation.subjects","invitation","","Subjects *","","","","","","",""
"invitation.grade_levels","invitation","","Grade Levels *","","","","","","",""
"invitation.add_to_list","invitation","","Add to Invitation List","","","","","","",""
"auth_comp.enter_email_password","auth_comp","","Please enter both email and password","","","","","","",""
"auth_comp.login_successful","auth_comp","","Login successful!","","","","","","",""
"auth_comp.login_failed","auth_comp","","Login Failed","","","","","","",""
"auth_comp.sign_in_title","auth_comp","","Sign In to EduDash Pro","","","","","","",""
"auth_comp.dismiss","auth_comp","","Dismiss","","","","","","",""
"auth_comp.enter_email","auth_comp","","Enter your email","","","","","","",""
"auth_comp.enter_password","auth_comp","","Enter your password","","","","","","",""
"auth_comp.fill_all_fields","auth_comp","","Please fill in all fields","","","","","","",""
"auth_comp.passwords_no_match","auth_comp","","Passwords do not match","","","","","","",""
"auth_comp.registration_verify_email","auth_comp","","Registration successful! Please check your email to verify your account.","","","","","","",""
"auth_comp.registration_success","auth_comp","","Registration successful! You are now logged in.","","","","","","",""
"auth_comp.registration_failed","auth_comp","","Registration Failed","","","","","","",""
"auth_comp.create_account","auth_comp","","Create Your Account","","","","","","",""
"auth_comp.join_as_student","auth_comp","","Join EduDash Pro as a student","","","","","","",""
"auth_comp.first_name_placeholder","auth_comp","","First name","","","","","","",""
"auth_comp.last_name_placeholder","auth_comp","","Last name","","","","","","",""
"auth_comp.create_password","auth_comp","","Create a strong password","","","","","","",""
"auth_comp.password_requirements","auth_comp","","Minimum 12 characters with uppercase, lowercase, numbers, and symbols","","","","","","",""
"auth_comp.confirm_password_placeholder","auth_comp","","Confirm your password","","","","","","",""
"auth_comp.create_account_button","auth_comp","","Create Account","","","","","","",""
"auth_comp.already_have_account","auth_comp","","Already have an account?","","","","","","",""
"auth_comp.logout","auth_comp","","Logout","","","","","","",""
"auth_comp.logout_confirm","auth_comp","","Are you sure you want to logout?","","","","","","",""
"auth_comp.logout_success","auth_comp","","Logged out successfully","","","","","","",""
"auth_comp.logout_failed","auth_comp","","Failed to logout","","","","","","",""
"auth_comp.no_profile","auth_comp","","No user profile found","","","","","","",""
"account.info.title","account","","Account Information","","","","","","",""
"account.info.full_name","account","","Full Name","","","","","","",""
"account.info.role","account","","Role","","","","","","",""
"account.info.school_id","account","","School ID","","","","","","",""
"account.edit.title","account","","Edit Profile","","","","","","",""
"account.edit.personal_information","account","","Personal Information","","","","","","",""
"account.placeholders.first_name","account","","Enter your first name","","","","","","",""
"account.placeholders.last_name","account","","Enter your last name","","","","","","",""
"dash.onboarding.welcome.title","dash","","Meet Dash","","","","","","",""
"dash.onboarding.welcome.subtitle","dash","","Your AI assistant for EduDash Pro. I can help you save time and personalize learning.","","","","","","",""
"dash.onboarding.welcome.start","dash","","Get Started","","","","","","",""
"dash.onboarding.welcome.skip","dash","","Skip for now","","","","","","",""
"dash.onboarding.roles.title","dash","","Tell me your role","","","","","","",""
"dash.onboarding.roles.subtitle","dash","","I'll personalize recommendations for you.","","","","","","",""
"dash.onboarding.roles.options.principal","dash","","Principal","","","","","","",""
"dash.onboarding.roles.options.teacher","dash","","Teacher","","","","","","",""
"dash.onboarding.roles.options.parent","dash","","Parent","","","","","","",""
"dash.onboarding.roles.options.admin","dash","","Administrator","","","","","","",""
"dash.onboarding.communication_style.title","dash","","Choose communication style","","","","","","",""
"dash.onboarding.communication_style.subtitle","dash","","How would you like Dash to communicate with you?","","","","","","",""
"dash.onboarding.communication_style.options.professional","dash","","Professional","","","","","","",""
"dash.onboarding.communication_style.options.casual","dash","","Casual","","","","","","",""
"dash.onboarding.communication_style.options.encouraging","dash","","Encouraging","","","","","","",""
"dash.onboarding.communication_style.options.formal","dash","","Formal","","","","","","",""
"dash.onboarding.features.title","dash","","Feature preferences","","","","","","",""
"dash.onboarding.features.subtitle","dash","","Enable what you want Dash to use proactively.","","","","","","",""
"dash.onboarding.features.options.voice","dash","","Voice responses","","","","","","",""
"dash.onboarding.features.options.proactiveHelp","dash","","Proactive suggestions","","","","","","",""
"dash.onboarding.features.options.memory","dash","","Remember preferences","","","","","","",""
"dash.onboarding.features.options.summaries","dash","","Auto summaries","","","","","","",""
"dash.onboarding.features.options.taskAssist","dash","","Task assistance","","","","","","",""
"dash.onboarding.voice_settings.title","dash","","Voice settings","","","","","","",""
"dash.onboarding.voice_settings.subtitle","dash","","Customize Dash's voice","","","","","","",""
"dash.onboarding.voice_settings.language","dash","","Language","","","","","","",""
"dash.onboarding.voice_settings.voiceType","dash","","Voice type","","","","","","",""
"dash.onboarding.voice_settings.rate","dash","","Speaking rate","","","","","","",""
"dash.onboarding.voice_settings.pitch","dash","","Pitch","","","","","","",""
"dash.onboarding.voice_settings.testVoice","dash","","Test voice","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.female","dash","","Female","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.male","dash","","Male","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.neutral","dash","","Neutral","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-ZA","dash","","English (South Africa)","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-US","dash","","English (US)","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-GB","dash","","English (UK)","","","","","","",""
"dash.onboarding.review.title","dash","","Review your setup","","","","","","",""
"dash.onboarding.review.subtitle","dash","","Confirm your preferences before finishing.","","","","","","",""
"dash.onboarding.review.finish","dash","","Complete Setup","","","","","","",""
"dash.onboarding.review.back","dash","","Back","","","","","","",""
"dash.onboarding.review.next","dash","","Next","","","","","","",""
"dash.onboarding.review.save","dash","","Save","","","","","","",""
"dash.onboarding.review.reset","dash","","Reset","","","","","","",""
"dash.onboarding.review.role","dash","","Role","","","","","","",""
"dash.onboarding.review.style","dash","","Communication style","","","","","","",""
"dash.onboarding.review.features","dash","","Features","","","","","","",""
"dash.onboarding.review.voice","dash","","Voice","","","","","","",""
"dash.onboarding.status.completed","dash","","Onboarding complete","","","","","","",""
"dash.onboarding.status.incomplete","dash","","Onboarding incomplete","","","","","","",""
"dash.onboarding.status.saving","dash","","Saving your preferences...","","","","","","",""
"dash.onboarding.status.success","dash","","Setup complete! Dash is ready to assist you.","","","","","","",""
"dash.onboarding.settings.resetSetup","dash","","Reset Dash Setup","","","","","","",""
"dash.onboarding.settings.resetSetupDescription","dash","","Clear your onboarding and start over","","","","","","",""
"dash.onboarding.settings.resetConfirm","dash","","Are you sure you want to reset Dash setup? This will clear all your personalization.","","","","","","",""
"dash.onboarding.errors.saveFailed","dash","","Failed to save preferences","","","","","","",""
"dash.onboarding.errors.loadFailed","dash","","Failed to load onboarding state","","","","","","",""
"actions.continue","Action button","","Continue","","","","","","",""
"actions.next","Action button","","Next","","","","","","",""
"actions.back","Action button","","Back","","","","","","",""
"actions.finish","Action button","","Finish","","","","","","",""
"actions.skip","Action button","","Skip","","","","","","",""
"actions.save","Action button","","Save","","","","","","",""
"actions.cancel","Action button","","Cancel","","","","","","",""
"actions.confirm","Action button","","Confirm","","","","","","",""
"actions.done","Action button","","Done","","","","","","",""
"screens.loading","screens","","Loading...","","","","","","",""
"screens.error_loading","screens","","Error loading screen","","","","","","",""
"screens.no_data","screens","","No data available","","","","","","",""
"components.button.submit","Component","","Submit","","","","","","",""
"components.button.cancel","Component","","Cancel","","","","","","",""
"components.button.save","Component","","Save","","","","","","",""
"components.button.delete","Component","","Delete","","","","","","",""
"components.button.edit","Component","","Edit","","","","","","",""
"components.button.add","Component","","Add","","","","","","",""
"components.button.remove","Component","","Remove","","","","","","",""
"components.button.close","Component","","Close","","","","","","",""
"components.card.view_details","Component","","View Details","","","","","","",""
"components.card.expand","Component","","Expand","","","","","","",""
"components.card.collapse","Component","","Collapse","","","","","","",""
"components.list.no_items","Component","","No items to display","","","","","","",""
"components.list.loading_items","Component","","Loading items...","","","","","","",""
"components.list.load_more","Component","","Load More","","","","","","",""
"components.search.placeholder","Component","","Search...","","","","","","",""
"components.search.no_results","Component","","No results found","","","","","","",""
"components.search.clear","Component","","Clear search","","","","","","",""
"components.filter.apply","Component","","Apply Filters","","","","","","",""
"components.filter.clear","Component","","Clear Filters","","","","","","",""
"components.filter.title","Component","","Filter","","","","","","",""
"modals.confirm.title","Modal dialog","","Confirm Action","","","","","","",""
"modals.confirm.message","Modal dialog","","Are you sure you want to proceed?","","","","","","",""
"modals.confirm.yes","Modal dialog","","Yes","","","","","","",""
"modals.confirm.no","Modal dialog","","No","","","","","","",""
"modals.confirm.cancel","Modal dialog","","Cancel","","","","","","",""
"modals.delete.title","Modal dialog","","Confirm Deletion","","","","","","",""
"modals.delete.message","Modal dialog","","Are you sure you want to delete this item? This action cannot be undone.","","","","","","",""
"modals.delete.confirm","Modal dialog","","Delete","","","","","","",""
"modals.delete.cancel","Modal dialog","","Cancel","","","","","","",""
"modals.unsaved_changes.title","Modal dialog","","Unsaved Changes","","","","","","",""
"modals.unsaved_changes.message","Modal dialog","","You have unsaved changes. Do you want to save before leaving?","","","","","","",""
"modals.unsaved_changes.save","Modal dialog","","Save","","","","","","",""
"modals.unsaved_changes.discard","Modal dialog","","Discard","","","","","","",""
"modals.unsaved_changes.cancel","Modal dialog","","Cancel","","","","","","",""
"forms.required_field","Form","","This field is required","","","","","","",""
"forms.invalid_format","Form","","Invalid format","","","","","","",""
"forms.saving","Form","","Saving...","","","","","","",""
"forms.saved","Form","","Saved successfully","","","","","","",""
"forms.save_failed","Form","","Failed to save","","","","","","",""
"forms.required_indicator","Form","","*","","","","","","",""
"forms.optional_indicator","Form","","(optional)","","","","","","",""
"forms.character_count","Form","current, max","{{current}}/{{max}} characters","","","","","","",""
"forms.select_option","Form","","Select an option","","","","","","",""
"forms.no_options","Form","","No options available","","","","","","",""
"validation.required","Validation","field","{{field}} is required","","","","","","",""
"validation.min_length","Validation","field, min","{{field}} must be at least {{min}} characters","","","","","","",""
"validation.max_length","Validation","field, max","{{field}} must be no more than {{max}} characters","","","","","","",""
"validation.email_invalid","Validation","","Please enter a valid email address","","","","","","",""
"validation.phone_invalid","Validation","","Please enter a valid phone number","","","","","","",""
"validation.url_invalid","Validation","","Please enter a valid URL","","","","","","",""
"validation.number_invalid","Validation","","Please enter a valid number","","","","","","",""
"validation.min_value","Validation","min","Value must be at least {{min}}","","","","","","",""
"validation.max_value","Validation","max","Value must be no more than {{max}}","","","","","","",""
"validation.date_invalid","Validation","","Please enter a valid date","","","","","","",""
"validation.password_weak","Validation","","Password is too weak","","","","","","",""
"validation.password_mismatch","Validation","","Passwords do not match","","","","","","",""
"validation.must_accept","Validation","field","You must accept the {{field}}","","","","","","",""
"loading.default","Loading state","","Loading...","","","","","","",""
"loading.please_wait","Loading state","","Please wait...","","","","","","",""
"loading.fetching_data","Loading state","","Fetching data...","","","","","","",""
"loading.processing","Loading state","","Processing...","","","","","","",""
"loading.saving","Loading state","","Saving...","","","","","","",""
"loading.uploading","Loading state","","Uploading...","","","","","","",""
"loading.downloading","Loading state","","Downloading...","","","","","","",""
"loading.connecting","Loading state","","Connecting...","","","","","","",""
"loading.initializing","Loading state","","Initializing...","","","","","","",""
