Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"activity.recent_activity","activity","","Recent Activity","","","","","","",""
"activity.no_recent_activity","activity","","No recent activity","","","","","","",""
"activity.empty_description","activity","","Activity from your school will appear here","","","","","","",""
"activity.live","activity","","Live","","","","","","",""
"activity.connecting","activity","","Connecting...","","","","","","",""
"activity.offline","activity","","Offline","","","","","","",""
"activity.just_now","activity","","Just now","","","","","","",""
"activity.minutes_ago","activity","count","{{count}}m ago","","","","","","",""
"activity.hours_ago","activity","count","{{count}}h ago","","","","","","",""
"activity.days_ago","activity","count","{{count}}d ago","","","","","","",""
"activity.high_priority","activity","","High Priority","","","","","","",""
"curriculum.standards.placeholder","curriculum","subject, grade","{{subject}} - Grade {{grade}} Standards","","","","","","",""
"subscription.starter","subscription","","Starter","","","","","","",""
"subscription.basic","subscription","","Basic","","","","","","",""
"subscription.pro","subscription","","Pro","","","","","","",""
"subscription.enterprise","subscription","","Enterprise","","","","","","",""
"subscription.parent_starter","subscription","","Parent Starter","","","","","","",""
"subscription.parent_plus","subscription","","Parent Plus","","","","","","",""
"subscription.plus_feature","subscription","","Plus","","","","","","",""
"subscription.free","subscription","","Free","","","","","","",""
"subscription.tiers.free","subscription","","Free","","","","","","",""
"subscription.tierSource.profile","subscription","","profile","","","","","","",""
"subscription.tierSource.caption","subscription","source","Source: {{source}}","","","","","","",""
"subscription.currentPlan","subscription","","Current Plan","","","","","","",""
"subscription.changePlanFor","subscription","name","Change Plan - {{name}}","","","","","","",""
"subscription.selectNewPlan","subscription","count","Select New Plan ({{count}} available)","","","","","","",""
"subscription.planOrderHint","subscription","","Plans are ordered from lowest to highest tier","","","","","","",""
"subscription.billingFrequency","subscription","","Billing Frequency","","","","","","",""
"subscription.billing_monthly","subscription","","Monthly","","","","","","",""
"subscription.billing_annual","subscription","","Annual","","","","","","",""
"subscription.numberOfSeats","subscription","","Number of Seats","","","","","","",""
"subscription.enterSeats","subscription","","Enter number of seats","","","","","","",""
"subscription.reasonOptional","subscription","","Reason (Optional)","","","","","","",""
"subscription.reasonPlaceholder","subscription","","Reason for plan change...","","","","","","",""
"subscription.changeSummary","subscription","","Change Summary","","","","","","",""
"subscription.upgrade","subscription","","UPGRADE","","","","","","",""
"subscription.downgrade","subscription","","DOWNGRADE","","","","","","",""
"subscription.plan","subscription","","Plan","","","","","","",""
"subscription.billing","subscription","","Billing","","","","","","",""
"subscription.seatsLabel","subscription","","Seats","","","","","","",""
"subscription.paymentRequiredNotice","subscription","","Payment required - The school principal will be notified via email and push notification to complete payment via PayFast.","","","","","","",""
"subscription.notifySchoolToPay","subscription","","Notify School to Pay","","","","","","",""
"subscription.confirmChange","subscription","","Confirm Change","","","","","","",""
"subscription.plus","subscription","","Plus","","","","","","",""
"subscription.premium","subscription","","Premium","","","","","","",""
"calls.title","calls","","Calls","","","","","","",""
"calls.live_classes","calls","","Live Classes","","","","","","",""
"calls.history","calls","","Call History","","","","","","",""
"calls.all","calls","","All","","","","","","",""
"calls.missed","calls","","Missed","","","","","","",""
"calls.incoming","calls","","Incoming","","","","","","",""
"calls.outgoing","calls","","Outgoing","","","","","","",""
"calls.no_answer","calls","","No Answer","","","","","","",""
"calls.declined","calls","","Declined","","","","","","",""
"calls.voice_call","calls","","Voice Call","","","","","","",""
"calls.video_call","calls","","Video Call","","","","","","",""
"calls.duration","calls","","Duration","","","","","","",""
"calls.no_calls","calls","","No calls yet","","","","","","",""
"calls.call_ended","calls","","Call Ended","","","","","","",""
"calls.calling","calls","","Calling...","","","","","","",""
"calls.ringing","calls","","Ringing...","","","","","","",""
"calls.connecting","calls","","Connecting...","","","","","","",""
"calls.connected","calls","","Connected","","","","","","",""
"lessons_create.title","lessons_create","","Create Lesson","","","","","","",""
"lessons_create.default_title","lessons_create","","New Lesson","","","","","","",""
"lessons_create.mode_manual","lessons_create","","Manual","","","","","","",""
"lessons_create.mode_ai","lessons_create","","AI","","","","","","",""
"lessons_create.access_restricted_title","lessons_create","","Access Restricted","","","","","","",""
"lessons_create.access_restricted_desc","lessons_create","","Your teacher seat is not active or you lack permission to create lessons. Please contact your administrator.","","","","","","",""
"lessons_create.ai_card_title","lessons_create","","AI Lesson Generator","","","","","","",""
"lessons_create.ai_card_desc","lessons_create","","Use the AI generator to draft a CAPS-aligned lesson.","","","","","","",""
"lessons_create.section_basics","lessons_create","","Basics","","","","","","",""
"lessons_create.label_title","lessons_create","","Title","","","","","","",""
"lessons_create.placeholder_title","lessons_create","","Lesson title","","","","","","",""
"lessons_create.label_description","lessons_create","","Description","","","","","","",""
"lessons_create.placeholder_description","lessons_create","","Brief description","","","","","","",""
"lessons_create.section_category","lessons_create","","Category","","","","","","",""
"lessons_create.section_settings","lessons_create","","Settings","","","","","","",""
"lessons_create.label_duration","lessons_create","","Duration (minutes)","","","","","","",""
"lessons_create.placeholder_duration","lessons_create","","30","","","","","","",""
"lessons_create.label_complexity","lessons_create","","Complexity","","","","","","",""
"lessons_create.complexity_simple","lessons_create","","Simple","","","","","","",""
"lessons_create.complexity_moderate","lessons_create","","Moderate","","","","","","",""
"lessons_create.complexity_complex","lessons_create","","Complex","","","","","","",""
"lessons_create.save","lessons_create","","Save Lesson","","","","","","",""
"ai_quota.loading_profile","ai_quota","","Loading your profile...","","","","","","",""
"ai_quota.access_restricted_title","ai_quota","","Access Restricted","","","","","","",""
"ai_quota.access_restricted_desc","ai_quota","","You don't have permission to manage AI allocations.","","","","","","",""
"ai_quota.loading_data","ai_quota","","Loading allocation data...","","","","","","",""
"ai_quota.failed_load_title","ai_quota","","Failed to Load AI Data","","","","","","",""
"ai_quota.failed_load_desc","ai_quota","","Unable to load allocation data.","","","","","","",""
"ai_quota.retry","ai_quota","","Retry Loading","","","","","","",""
"wireframes.global_overview","wireframes","","Global Platform Overview","","","","","","",""
"wireframes.no_leads_yet","wireframes","","No Leads Yet","","","","","","",""
"wireframes.view_more_leads","wireframes","count","View {{count}} more leads","","","","","","",""
"wireframes.schools_by_region","wireframes","","Schools by Region","","","","","","",""
"wireframes.no_schools_yet","wireframes","","No schools registered yet","","","","","","",""
"wireframes.no_school_selected","wireframes","","No School Selected","","","","","","",""
"updates.Update Ready","updates","","Update Ready","","","","","","",""
"updates.Tap to restart and apply the latest version","updates","","Tap to restart and apply the latest version","","","","","","",""
"updates.Later","updates","","Later","","","","","","",""
"updates.Restart","updates","","Restart","","","","","","",""
"updates.Restart App","updates","","Restart App","","","","","","",""
"updates.The app will restart to apply the update. Any unsaved changes will be lost.","updates","","The app will restart to apply the update. Any unsaved changes will be lost.","","","","","","",""
"updates.Restart Now","updates","","Restart Now","","","","","","",""
"updates.Update Error","updates","","Update Error","","","","","","",""
"updates.Failed to check for updates","updates","","Failed to check for updates","","","","","","",""
"updates.App update downloaded","updates","","App update downloaded","","","","","","",""
"updates.Dismiss update notification","updates","","Dismiss update notification","","","","","","",""
"updates.Hides this notification until the next update","updates","","Hides this notification until the next update","","","","","","",""
"updates.Restart app to apply update","updates","","Restart app to apply update","","","","","","",""
"updates.Restarts the app to apply the downloaded update","updates","","Restarts the app to apply the downloaded update","","","","","","",""
"updates.Update error occurred","updates","","Update error occurred","","","","","","",""
"updates.Dismiss error notification","updates","","Dismiss error notification","","","","","","",""
"updates.Closes this error message","updates","","Closes this error message","","","","","","",""
"empty.no_classes_title","Empty state","","No Classes Yet","","","","","","",""
"empty.no_classes_description","Empty state","","You haven't created any classes yet. Start by creating your first class to manage students and lessons.","","","","","","",""
"empty.create_first_class","Empty state","","Create First Class","","","","","","",""
"empty.no_assignments_title","Empty state","","No Assignments","","","","","","",""
"empty.no_assignments_description","Empty state","","No homework or assignments have been created yet. Create your first assignment to get started.","","","","","","",""
"empty.create_assignment","Empty state","","Create Assignment","","","","","","",""
"empty.no_students_title","Empty state","","No Students Enrolled","","","","","","",""
"empty.no_students_description","Empty state","","Your school doesn't have any students enrolled yet. Start by enrolling your first students.","","","","","","",""
"empty.enroll_first_student","Empty state","","Enroll First Student","","","","","","",""
"empty.no_teachers_title","Empty state","","No Teachers Yet","","","","","","",""
"empty.no_teachers_description","Empty state","","Your school doesn't have any teachers yet. Invite teaching staff to join your school.","","","","","","",""
"empty.invite_teacher","Empty state","","Invite Teacher","","","","","","",""
"empty.no_events_title","Empty state","","No Upcoming Events","","","","","","",""
"empty.no_events_description","Empty state","","No events are scheduled. Events will appear here when created.","","","","","","",""
"empty.create_event","Empty state","","Create Event","","","","","","",""
"empty.no_activity_title","Empty state","","No Recent Activity","","","","","","",""
"empty.no_activity_description","Empty state","","Recent school activity will appear here as it happens.","","","","","","",""
"empty.no_financial_data_title","Empty state","","No Financial Data","","","","","","",""
"empty.no_financial_data_description","Empty state","","Financial reports and revenue data will be shown here once available.","","","","","","",""
"empty.view_reports","Empty state","","View Reports","","","","","","",""
"dash_ai.assistant_name","dash_ai","","Dash","","","","","","",""
"dash_ai.optimizing","dash_ai","","Dash AI is optimizing...","","","","","","",""
"dash_ai.greeting","dash_ai","","Hi! I'm Dash, your AI teaching assistant. How can I help you today?","","","","","","",""
"dash_ai.voice_greeting","dash_ai","","Hello! Ready to work together?","","","","","","",""
"dash_ai.processing","dash_ai","","Processing your request...","","","","","","",""
"dash_ai.recording","dash_ai","","Recording... Release to send","","","","","","",""
"dash_ai.transcribing","dash_ai","","Transcribing audio...","","","","","","",""
"dash_ai.error_no_response","dash_ai","","I'm sorry, I'm having trouble processing that right now. Could you please try again?","","","","","","",""
"dash_ai.help_dashboard","dash_ai","","I can help you switch between dashboard layouts, adjust preferences, or explore different views.","","","","","","",""
"dash_ai.layout_switched","dash_ai","","Dashboard layout has been changed!","","","","","","",""
"dash_ai.welcome_message","dash_ai","","Welcome! I'm here to help with teaching, dashboard management, and school administration.","","","","","","",""
"dash_ai.initializing","dash_ai","","Initializing Dash...","","","","","","",""
"dash.voice.tooltip","dash","","Tap to speak • Double-tap for chat","","","","","","",""
"dash.onboarding.welcome.title","dash","","Meet Dash","","","","","","",""
"dash.onboarding.welcome.subtitle","dash","","Your AI assistant for EduDash Pro. I can help you save time and personalize learning.","","","","","","",""
"dash.onboarding.welcome.start","dash","","Get Started","","","","","","",""
"dash.onboarding.welcome.skip","dash","","Skip for now","","","","","","",""
"dash.onboarding.roles.title","dash","","Tell me your role","","","","","","",""
"dash.onboarding.roles.subtitle","dash","","I'll personalize recommendations for you.","","","","","","",""
"dash.onboarding.roles.options.principal","dash","","Principal","","","","","","",""
"dash.onboarding.roles.options.teacher","dash","","Teacher","","","","","","",""
"dash.onboarding.roles.options.parent","dash","","Parent","","","","","","",""
"dash.onboarding.roles.options.admin","dash","","Administrator","","","","","","",""
"dash.onboarding.communication_style.title","dash","","Choose communication style","","","","","","",""
"dash.onboarding.communication_style.subtitle","dash","","How would you like Dash to communicate with you?","","","","","","",""
"dash.onboarding.communication_style.options.professional","dash","","Professional","","","","","","",""
"dash.onboarding.communication_style.options.casual","dash","","Casual","","","","","","",""
"dash.onboarding.communication_style.options.encouraging","dash","","Encouraging","","","","","","",""
"dash.onboarding.communication_style.options.formal","dash","","Formal","","","","","","",""
"dash.onboarding.features.title","dash","","Feature preferences","","","","","","",""
"dash.onboarding.features.subtitle","dash","","Enable what you want Dash to use proactively.","","","","","","",""
"dash.onboarding.features.options.voice","dash","","Voice responses","","","","","","",""
"dash.onboarding.features.options.proactiveHelp","dash","","Proactive suggestions","","","","","","",""
"dash.onboarding.features.options.memory","dash","","Remember preferences","","","","","","",""
"dash.onboarding.features.options.summaries","dash","","Auto summaries","","","","","","",""
"dash.onboarding.features.options.taskAssist","dash","","Task assistance","","","","","","",""
"dash.onboarding.voice_settings.title","dash","","Voice settings","","","","","","",""
"dash.onboarding.voice_settings.subtitle","dash","","Customize Dash's voice","","","","","","",""
"dash.onboarding.voice_settings.language","dash","","Language","","","","","","",""
"dash.onboarding.voice_settings.voiceType","dash","","Voice type","","","","","","",""
"dash.onboarding.voice_settings.rate","dash","","Speaking rate","","","","","","",""
"dash.onboarding.voice_settings.pitch","dash","","Pitch","","","","","","",""
"dash.onboarding.voice_settings.testVoice","dash","","Test voice","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.female","dash","","Female","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.male","dash","","Male","","","","","","",""
"dash.onboarding.voice_settings.voiceTypeOptions.neutral","dash","","Neutral","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-ZA","dash","","English (South Africa)","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-US","dash","","English (US)","","","","","","",""
"dash.onboarding.voice_settings.languageOptions.en-GB","dash","","English (UK)","","","","","","",""
"dash.onboarding.review.title","dash","","Review your setup","","","","","","",""
"dash.onboarding.review.subtitle","dash","","Confirm your preferences before finishing.","","","","","","",""
"dash.onboarding.review.finish","dash","","Complete Setup","","","","","","",""
"dash.onboarding.review.back","dash","","Back","","","","","","",""
"dash.onboarding.review.next","dash","","Next","","","","","","",""
"dash.onboarding.review.save","dash","","Save","","","","","","",""
"dash.onboarding.review.reset","dash","","Reset","","","","","","",""
"dash.onboarding.review.role","dash","","Role","","","","","","",""
"dash.onboarding.review.style","dash","","Communication style","","","","","","",""
"dash.onboarding.review.features","dash","","Features","","","","","","",""
"dash.onboarding.review.voice","dash","","Voice","","","","","","",""
"dash.onboarding.status.completed","dash","","Onboarding complete","","","","","","",""
"dash.onboarding.status.incomplete","dash","","Onboarding incomplete","","","","","","",""
"dash.onboarding.status.saving","dash","","Saving your preferences...","","","","","","",""
"dash.onboarding.status.success","dash","","Setup complete! Dash is ready to assist you.","","","","","","",""
"dash.onboarding.settings.resetSetup","dash","","Reset Dash Setup","","","","","","",""
"dash.onboarding.settings.resetSetupDescription","dash","","Clear your onboarding and start over","","","","","","",""
"dash.onboarding.settings.resetConfirm","dash","","Are you sure you want to reset Dash setup? This will clear all your personalization.","","","","","","",""
"dash.onboarding.errors.saveFailed","dash","","Failed to save preferences","","","","","","",""
"dash.onboarding.errors.loadFailed","dash","","Failed to load onboarding state","","","","","","",""
"voice.recording.listening","voice","","Listening…","","","","","","",""
"voice.recording.transcribing","voice","","Transcribing…","","","","","","",""
"voice.recording.preview","voice","","Preview","","","","","","",""
"voice.recording.speak_clearly","voice","","🎤 Speak clearly into your microphone","","","","","","",""
"voice.recording.stop_recording_label","voice","","Stop recording","","","","","","",""
"voice.recording.stop_recording_hint_stream","voice","","Stops stream and finalizes transcript","","","","","","",""
"voice.recording.stop_recording_hint_file","voice","","Stops recording and transcribes your voice","","","","","","",""
"voice.recording.finalizing_stream","voice","","Finalizing stream...","","","","","","",""
"voice.recording.stopping_recording","voice","","Stopping recording...","","","","","","",""
"voice.recording.validating_audio","voice","","Validating audio...","","","","","","",""
"voice.recording.uploading_cloud","voice","","Uploading to cloud...","","","","","","",""
"voice.recording.transcribing_speech","voice","","Transcribing speech...","","","","","","",""
"voice.recording.done","voice","","Done!","","","","","","",""
"voice.recording.usually_takes_seconds","voice","","This usually takes a few seconds...","","","","","","",""
"voice.recording.edit_transcript_label","voice","","Edit transcript before sending:","","","","","","",""
"voice.recording.no_speech_detected","voice","","No speech detected.","","","","","","",""
"voice.recording.discard","voice","","Discard","","","","","","",""
"voice.recording.send","voice","","Send","","","","","","",""
"voice.recording.sending","voice","","Sending…","","","","","","",""
"voice.recording.something_wrong","voice","","Something went wrong","","","","","","",""
"voice.recording.try_again","voice","","Try Again","","","","","","",""
"voice.recording.failed_streaming","voice","","Failed to start realtime streaming","","","","","","",""
"voice.recording.recording_captured","voice","","Recording captured.","","","","","","",""
"voice.recording.failed_process","voice","","Failed to process voice recording","","","","","","",""
"voice.recording.failed_send","voice","","Failed to send message","","","","","","",""
"voice.recording.slide_up_lock","voice","","Slide up to lock","","","","","","",""
"voice.recording.thinking","voice","","Thinking...","","","","","","",""
"voice.recording.starting","voice","","Starting...","","","","","","",""
"voice.recording.hold_to_record","voice","","Hold to record • Slide up to lock","","","","","","",""
"voice.recording.recording_locked","voice","","Recording Locked","","","","","","",""
"voice.recording.processing","voice","","Processing...","","","","","","",""
"voice.recording.transcription_label","voice","","Transcription:","","","","","","",""
"voice.recording.analyzing","voice","","🤖 Dash AI is analyzing...","","","","","","",""
"voice.recording.clear","voice","","Clear","","","","","","",""
"voice.recording.no_transcription_warning","voice","","No transcription received","","","","","","",""
"voice.status.connecting","voice","","Connecting...","","","","","","",""
"voice.status.connected","voice","","Connected","","","","","","",""
"voice.status.streaming","voice","","Streaming...","","","","","","",""
"voice.status.reconnecting","voice","","Reconnecting...","","","","","","",""
"voice.status.offline","voice","","Offline","","","","","","",""
"voice.status.error","voice","","Error","","","","","","",""
"voice.errors.failed_start","voice","","Failed to start recording","","","","","","",""
"voice.errors.failed_stop","voice","","Failed to stop/transcribe","","","","","","",""
"voice.errors.cancel_error","voice","","Cancel error","","","","","","",""
"voice.errors.send_error","voice","","Send error","","","","","","",""
"voice.errors.no_transcription","voice","","No speech detected or transcription failed","","","","","","",""
"cache.management","cache","","Cache Management","","","","","","",""
"cache.health","cache","","Cache Health","","","","","","",""
"cache.statistics","cache","","Statistics","","","","","","",""
"cache.about","cache","","About Cache","","","","","","",""
"cache.clear","cache","","Clear","","","","","","",""
"cache.clearing","cache","","Clearing cache...","","","","","","",""
"cache.clear_personal","cache","","Clear Personal Cache","","","","","","",""
"cache.clear_personal_title","cache","","Clear Personal Cache","","","","","","",""
"cache.clear_personal_message","cache","","This will clear all cached data for your account. You may experience slower loading times until data is cached again.","","","","","","",""
"cache.clear_personal_desc","cache","","Clear cached data for your account only","","","","","","",""
"cache.personal_cleared","cache","","Personal cache cleared successfully","","","","","","",""
"cache.clear_school","cache","","Clear School Cache","","","","","","",""
"cache.clear_school_title","cache","","Clear School Cache","","","","","","",""
"cache.clear_school_message","cache","","This will clear all cached data for your entire school. All staff members will experience slower loading times until data is cached again. This action should only be performed if you are experiencing data synchronization issues.","","","","","","",""
"cache.clear_school_button","cache","","Clear School Cache","","","","","","",""
"cache.clear_school_desc","cache","","Clear cached data for entire school (Principal only)","","","","","","",""
"cache.school_cleared","cache","","School cache cleared successfully","","","","","","",""
"cache.clear_failed","cache","","Failed to clear cache","","","","","","",""
"cache.clear_school_failed","cache","","Failed to clear school cache","","","","","","",""
"cache.school_info_unavailable","cache","","School information not available","","","","","","",""
"cache.refresh_stats","cache","","Refresh Statistics","","","","","","",""
"cache.refresh_stats_desc","cache","","Reload cache statistics and health status","","","","","","",""
"cache.loading_stats","cache","","Loading cache statistics...","","","","","","",""
"cache.status_unknown","cache","","Unable to determine status","","","","","","",""
"cache.size_very_large","cache","","Cache size is very large","","","","","","",""
"cache.size_moderate","cache","","Cache size is moderate","","","","","","",""
"cache.efficiency_low","cache","","Low cache efficiency","","","","","","",""
"cache.operating_efficiently","cache","","Cache operating efficiently","","","","","","",""
"cache.total_size","cache","","Total Size","","","","","","",""
"cache.entries","cache","","Cache Entries","","","","","","",""
"cache.hit_rate","cache","","Hit Rate","","","","","","",""
"cache.last_updated","cache","","Last Updated","","","","","","",""
"cache.about_description","cache","","The offline cache stores dashboard data locally on your device for faster loading and offline access. Cache is automatically managed but can be cleared if you experience sync issues.","","","","","","",""
"cache.about_details","cache","","• Cache expires automatically after 5-10 minutes
• Data is encrypted and user-specific
• Maximum cache size is limited to 10MB
• Cache improves loading speeds by 60-90%","","","","","","",""
"invitation.validation_error","invitation","","Validation Error","","","","","","",""
"invitation.duplicate_email","invitation","","Duplicate Email","","","","","","",""
"invitation.duplicate_email_message","invitation","","This email has already been added to the invitation list.","","","","","","",""
"invitation.parse_error","invitation","","Parse Error","","","","","","",""
"invitation.parse_failed","invitation","","Failed to parse CSV data","","","","","","",""
"invitation.no_valid_data","invitation","","No Valid Data","","","","","","",""
"invitation.no_valid_data_message","invitation","","No valid invitations found in the CSV data.","","","","","","",""
"invitation.invitations_added","invitation","count","{{count}} invitations added to the list.","","","","","","",""
"invitation.no_invitations","invitation","","No Invitations","","","","","","",""
"invitation.add_one_invitation","invitation","","Please add at least one invitation.","","","","","","",""
"invitation.send_failed","invitation","","Failed to send invitation","","","","","","",""
"invitation.invitations_sent","invitation","","Invitations Sent","","","","","","",""
"invitation.send_results","invitation","success, failed","Successfully sent: {{success}}
Failed: {{failed}}","","","","","","",""
"invitation.error_valid_email","invitation","","Please enter a valid email address","","","","","","",""
"invitation.error_valid_name","invitation","","Please enter a valid name","","","","","","",""
"invitation.error_select_subject","invitation","","Please select at least one subject","","","","","","",""
"invitation.error_select_grade","invitation","","Please select at least one grade level","","","","","","",""
"invitation.error_select_student","invitation","","Please select at least one student","","","","","","",""
"invitation.csv_headers_required","invitation","","CSV must have headers and at least one data row","","","","","","",""
"invitation.csv_email_name_required","invitation","","CSV must have ""email"" and ""name"" columns","","","","","","",""
"invitation.csv_parent_columns_required","invitation","","CSV must have ""email"", ""name"", and ""student_name"" columns","","","","","","",""
"invitation.email_address","invitation","","Email Address *","","","","","","",""
"invitation.email_placeholder","invitation","","john.doe@example.com","","","","","","",""
"invitation.full_name","invitation","","Full Name *","","","","","","",""
"invitation.name_placeholder","invitation","","John Doe","","","","","","",""
"invitation.subjects","invitation","","Subjects *","","","","","","",""
"invitation.grade_levels","invitation","","Grade Levels *","","","","","","",""
"invitation.add_to_list","invitation","","Add to Invitation List","","","","","","",""
"auth_comp.enter_email_password","auth_comp","","Please enter both email and password","","","","","","",""
"auth_comp.login_successful","auth_comp","","Login successful!","","","","","","",""
"auth_comp.login_failed","auth_comp","","Login Failed","","","","","","",""
"auth_comp.sign_in_title","auth_comp","","Sign In to EduDash Pro","","","","","","",""
"auth_comp.dismiss","auth_comp","","Dismiss","","","","","","",""
"auth_comp.enter_email","auth_comp","","Enter your email","","","","","","",""
"auth_comp.enter_password","auth_comp","","Enter your password","","","","","","",""
"auth_comp.fill_all_fields","auth_comp","","Please fill in all fields","","","","","","",""
"auth_comp.passwords_no_match","auth_comp","","Passwords do not match","","","","","","",""
"auth_comp.registration_verify_email","auth_comp","","Registration successful! Please check your email to verify your account.","","","","","","",""
"auth_comp.registration_success","auth_comp","","Registration successful! You are now logged in.","","","","","","",""
"auth_comp.registration_failed","auth_comp","","Registration Failed","","","","","","",""
"auth_comp.create_account","auth_comp","","Create Your Account","","","","","","",""
"auth_comp.join_as_student","auth_comp","","Join EduDash Pro as a student","","","","","","",""
"auth_comp.first_name_placeholder","auth_comp","","First name","","","","","","",""
"auth_comp.last_name_placeholder","auth_comp","","Last name","","","","","","",""
"auth_comp.create_password","auth_comp","","Create a strong password","","","","","","",""
"auth_comp.password_requirements","auth_comp","","Minimum 12 characters with uppercase, lowercase, numbers, and symbols","","","","","","",""
"auth_comp.confirm_password_placeholder","auth_comp","","Confirm your password","","","","","","",""
"auth_comp.create_account_button","auth_comp","","Create Account","","","","","","",""
"auth_comp.already_have_account","auth_comp","","Already have an account?","","","","","","",""
"auth_comp.logout","auth_comp","","Logout","","","","","","",""
"auth_comp.logout_confirm","auth_comp","","Are you sure you want to logout?","","","","","","",""
"auth_comp.logout_success","auth_comp","","Logged out successfully","","","","","","",""
"auth_comp.logout_failed","auth_comp","","Failed to logout","","","","","","",""
"auth_comp.no_profile","auth_comp","","No user profile found","","","","","","",""
"account.info.title","account","","Account Information","","","","","","",""
"account.info.full_name","account","","Full Name","","","","","","",""
"account.info.role","account","","Role","","","","","","",""
"account.info.school_id","account","","School ID","","","","","","",""
"account.edit.title","account","","Edit Profile","","","","","","",""
"account.edit.personal_information","account","","Personal Information","","","","","","",""
"account.placeholders.first_name","account","","Enter your first name","","","","","","",""
"account.placeholders.last_name","account","","Enter your last name","","","","","","",""
"actions.continue","Action button","","Continue","","","","","","",""
"actions.next","Action button","","Next","","","","","","",""
"actions.back","Action button","","Back","","","","","","",""
"actions.finish","Action button","","Finish","","","","","","",""
"actions.skip","Action button","","Skip","","","","","","",""
"actions.save","Action button","","Save","","","","","","",""
"actions.cancel","Action button","","Cancel","","","","","","",""
"actions.confirm","Action button","","Confirm","","","","","","",""
"actions.done","Action button","","Done","","","","","","",""
"screens.loading","screens","","Loading...","","","","","","",""
"screens.error_loading","screens","","Error loading screen","","","","","","",""
"screens.no_data","screens","","No data available","","","","","","",""
"components.button.submit","Component","","Submit","","","","","","",""
"components.button.cancel","Component","","Cancel","","","","","","",""
"components.button.save","Component","","Save","","","","","","",""
"components.button.delete","Component","","Delete","","","","","","",""
"components.button.edit","Component","","Edit","","","","","","",""
"components.button.add","Component","","Add","","","","","","",""
"components.button.remove","Component","","Remove","","","","","","",""
"components.button.close","Component","","Close","","","","","","",""
"components.card.view_details","Component","","View Details","","","","","","",""
"components.card.expand","Component","","Expand","","","","","","",""
"components.card.collapse","Component","","Collapse","","","","","","",""
"components.list.no_items","Component","","No items to display","","","","","","",""
"components.list.loading_items","Component","","Loading items...","","","","","","",""
"components.list.load_more","Component","","Load More","","","","","","",""
"components.search.placeholder","Component","","Search...","","","","","","",""
"components.search.no_results","Component","","No results found","","","","","","",""
"components.search.clear","Component","","Clear search","","","","","","",""
"components.filter.apply","Component","","Apply Filters","","","","","","",""
"components.filter.clear","Component","","Clear Filters","","","","","","",""
"components.filter.title","Component","","Filter","","","","","","",""
"modals.confirm.title","Modal dialog","","Confirm Action","","","","","","",""
"modals.confirm.message","Modal dialog","","Are you sure you want to proceed?","","","","","","",""
"modals.confirm.yes","Modal dialog","","Yes","","","","","","",""
"modals.confirm.no","Modal dialog","","No","","","","","","",""
"modals.confirm.cancel","Modal dialog","","Cancel","","","","","","",""
"modals.delete.title","Modal dialog","","Confirm Deletion","","","","","","",""
"modals.delete.message","Modal dialog","","Are you sure you want to delete this item? This action cannot be undone.","","","","","","",""
"modals.delete.confirm","Modal dialog","","Delete","","","","","","",""
"modals.delete.cancel","Modal dialog","","Cancel","","","","","","",""
"modals.unsaved_changes.title","Modal dialog","","Unsaved Changes","","","","","","",""
"modals.unsaved_changes.message","Modal dialog","","You have unsaved changes. Do you want to save before leaving?","","","","","","",""
"modals.unsaved_changes.save","Modal dialog","","Save","","","","","","",""
"modals.unsaved_changes.discard","Modal dialog","","Discard","","","","","","",""
"modals.unsaved_changes.cancel","Modal dialog","","Cancel","","","","","","",""
"forms.required_field","Form","","This field is required","","","","","","",""
"forms.invalid_format","Form","","Invalid format","","","","","","",""
"forms.saving","Form","","Saving...","","","","","","",""
"forms.saved","Form","","Saved successfully","","","","","","",""
"forms.save_failed","Form","","Failed to save","","","","","","",""
"forms.required_indicator","Form","","*","","","","","","",""
"forms.optional_indicator","Form","","(optional)","","","","","","",""
"forms.character_count","Form","current, max","{{current}}/{{max}} characters","","","","","","",""
"forms.select_option","Form","","Select an option","","","","","","",""
"forms.no_options","Form","","No options available","","","","","","",""
"validation.required","Validation","field","{{field}} is required","","","","","","",""
"validation.min_length","Validation","field, min","{{field}} must be at least {{min}} characters","","","","","","",""
"validation.max_length","Validation","field, max","{{field}} must be no more than {{max}} characters","","","","","","",""
"validation.email_invalid","Validation","","Please enter a valid email address","","","","","","",""
"validation.phone_invalid","Validation","","Please enter a valid phone number","","","","","","",""
"validation.url_invalid","Validation","","Please enter a valid URL","","","","","","",""
"validation.number_invalid","Validation","","Please enter a valid number","","","","","","",""
"validation.min_value","Validation","min","Value must be at least {{min}}","","","","","","",""
"validation.max_value","Validation","max","Value must be no more than {{max}}","","","","","","",""
"validation.date_invalid","Validation","","Please enter a valid date","","","","","","",""
"validation.password_weak","Validation","","Password is too weak","","","","","","",""
"validation.password_mismatch","Validation","","Passwords do not match","","","","","","",""
"validation.must_accept","Validation","field","You must accept the {{field}}","","","","","","",""
"loading.default","Loading state","","Loading...","","","","","","",""
"loading.please_wait","Loading state","","Please wait...","","","","","","",""
